Time,TMP_Data_Flow,CUR_Data_Flow,VLT_Data_Flow,TMP_External,TMP_Internal,CUR_Engine,CUR_Wings,VLT_Engine,VLT_Wings,Battery_Juice,Propulsion,Navigation,Power,Thermal,Communication,Safe_Mode
0:38,1.0,1.0,1.0,118,90.,4.1,4.7,18.,19.,99.,0.0,0.0,0.0,0.0,0.0,0.0
0:39,1.0,1.0,1.0,118,90.,4.1,4.7,18.,19.,99.,0.0,0.0,0.0,0.0,0.0,0.0
0:40,1.0,1.0,1.0,119,90.,4.2,4.7,18.,19.,99.,0.0,0.0,0.0,0.0,0.0,0.0
0:41,1.0,1.0,1.0,120,90.,4.2,4.7,18.,19.,99.,0.0,0.0,0.0,0.0,0.0,0.0
0:42,1.0,1.0,1.0,121,90.,4.3,4.8,18.,19.,99.,0.0,0.0,0.0,0.0,0.0,0.0
0:43,1.0,1.0,1.0,122,90.,4.4,4.8,19.,19.,99.,0.0,0.0,0.0,0.0,0.0,0.0
0:44,1.0,1.0,1.0,122,90.,4.4,4.8,19.,19.,99.,0.0,0.0,0.0,0.0,0.0,0.0
0:45,1.0,1.0,1.0,123,90.,4.5,4.8,19.,19.,99.,0.0,0.0,0.0,0.0,0.0,0.0
0:46,1.0,1.0,1.0,124,90.,4.6,4.9,19.,19.,99.,0.0,0.0,0.0,0.0,0.0,0.0
0:47,1.0,1.0,1.0,125,90.,4.6,4.9,19.,19.,99.,0.0,0.0,0.0,0.0,0.0,0.0
0:48,1.0,1.0,1.0,126,90.,4.7,4.9,19.,19.,99.,0.0,0.0,0.0,0.0,0.0,0.0
0:49,1.0,1.0,1.0,126,90.,4.7,4.9,19.,19.,99.,0.0,0.0,0.0,0.0,0.0,0.0
0:50,1.0,1.0,1.0,127,90.,4.8,4.9,19.,19.,99.,0.0,0.0,0.0,0.0,0.0,0.0
0:51,1.0,1.0,1.0,128,90.,4.9,5.0,19.,20.,99.,0.0,0.0,0.0,0.0,0.0,0.0
0:52,1.0,1.0,1.0,129,90.,4.9,5.0,19.,20.,99.,0.0,0.0,0.0,0.0,0.0,0.0
0:53,1.0,1.0,1.0,130,90.,5.0,5.0,20.,20.,99.,0.0,0.0,0.0,0.0,0.0,0.0
0:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
0:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
0:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
0:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
0:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
0:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
1:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
1:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
1:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
1:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
1:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
1:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
1:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
1:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
1:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
1:09,1.0,0.0,0.0,150,89.,0.0,0.0,0.0,0.0,97.,1.0,1.0,1.0,0.0,1.7,1.0
1:10,1.0,0.0,0.0,150,89.,0.0,0.0,0.0,0.0,97.,1.0,1.0,1.0,0.0,1.7,1.0
1:11,1.0,0.0,0.0,150,89.,0.0,0.0,0.0,0.0,97.,1.0,1.0,1.0,0.0,1.7,1.0
1:12,1.0,0.0,0.0,150,89.,0.0,0.0,0.0,0.0,97.,1.0,1.0,1.0,0.0,1.7,1.0
1:13,1.0,0.0,0.0,150,89.,0.0,0.0,0.0,0.0,97.,1.0,1.0,1.0,0.0,1.7,1.0
1:14,1.0,0.0,0.0,150,89.,0.0,0.0,0.0,0.0,97.,1.0,1.0,1.0,0.0,1.7,1.0
1:15,1.0,0.0,0.0,150,89.,0.0,0.0,0.0,0.0,97.,1.0,1.0,1.0,0.0,1.7,1.0
1:16,1.0,0.0,0.0,150,89.,0.0,0.0,0.0,0.0,97.,1.0,1.0,1.0,0.0,1.7,1.0
1:17,1.0,0.0,0.0,150,89.,0.0,0.0,0.0,0.0,97.,1.0,1.0,1.0,0.0,1.7,1.0
1:18,1.0,0.0,1.0,150,89.,0.0,0.0,17.,18.,97.,1.0,1.0,0.0,0.0,1.5,1.0
1:19,1.0,0.0,1.0,150,89.,0.0,0.0,17.,18.,97.,1.0,1.0,0.0,0.0,1.5,1.0
1:20,1.0,0.0,1.0,150,89.,0.0,0.0,17.,18.,97.,1.0,1.0,0.0,0.0,1.5,1.0
1:21,1.0,0.0,1.0,150,89.,0.0,0.0,17.,18.,97.,1.0,1.0,0.0,0.0,1.5,1.0
1:22,1.0,0.0,1.0,150,89.,0.0,0.0,17.,18.,97.,1.0,1.0,0.0,0.0,1.5,1.0
1:23,1.0,0.0,1.0,150,89.,0.0,0.0,17.,18.,97.,1.0,1.0,0.0,0.0,1.5,1.0
1:24,1.0,0.0,1.0,150,89.,0.0,0.0,17.,18.,97.,1.0,1.0,0.0,0.0,1.5,1.0
1:25,1.0,0.0,1.0,150,89.,0.0,0.0,17.,18.,97.,1.0,1.0,0.0,0.0,1.5,1.0
1:26,1.0,0.0,1.0,150,89.,0.0,0.0,17.,18.,97.,1.0,1.0,0.0,0.0,1.5,1.0
1:27,1.0,0.0,1.0,150,89.,0.0,0.0,17.,18.,97.,1.0,1.0,0.0,0.0,1.5,1.0
1:28,1.0,0.0,1.0,150,89.,0.0,0.0,17.,18.,97.,1.0,1.0,0.0,0.0,1.5,1.0
1:29,1.0,1.0,1.0,150,89.,4.0,5.0,17.,18.,97.,0.0,0.0,0.0,0.0,1.0,0.0
1:30,1.0,1.0,1.0,149,89.,4.0,5.0,17.,17.,97.,0.0,0.0,0.0,0.0,1.0,0.0
1:31,1.0,1.0,1.0,149,89.,4.0,5.0,17.,17.,96.,0.0,0.0,0.0,0.0,1.0,0.0
1:32,1.0,1.0,1.0,149,88.,4.0,5.0,17.,17.,96.,0.0,0.0,0.0,0.0,0.9,0.0
1:33,1.0,1.0,1.0,149,88.,4.0,5.0,17.,17.,96.,0.0,0.0,0.0,0.0,0.9,0.0
1:34,1.0,1.0,1.0,149,88.,4.0,5.0,17.,17.,96.,0.0,0.0,0.0,0.0,0.9,0.0
1:35,1.0,1.0,1.0,148,88.,4.0,5.0,17.,17.,96.,0.0,0.0,0.0,0.0,0.9,0.0
1:36,1.0,1.0,1.0,148,88.,4.0,5.0,17.,17.,96.,0.0,0.0,0.0,0.0,0.9,0.0
1:37,1.0,1.0,1.0,148,88.,4.0,5.0,17.,17.,96.,0.0,0.0,0.0,0.0,0.8,0.0
1:38,1.0,1.0,1.0,148,88.,4.0,5.0,17.,17.,96.,0.0,0.0,0.0,0.0,0.8,0.0
1:39,1.0,1.0,1.0,148,88.,4.0,5.0,17.,17.,96.,0.0,0.0,0.0,0.0,0.8,0.0
1:40,1.0,1.0,1.0,147,88.,4.0,5.0,17.,17.,96.,0.0,0.0,0.0,0.0,0.8,0.0
1:41,1.0,1.0,1.0,147,88.,4.0,5.0,17.,17.,96.,0.0,0.0,0.0,0.0,0.8,0.0
1:42,1.0,1.0,1.0,147,88.,4.0,5.0,17.,17.,96.,0.0,0.0,0.0,0.0,0.7,0.0
1:43,1.0,1.0,1.0,147,88.,4.0,5.0,17.,17.,96.,0.0,0.0,0.0,0.0,0.7,0.0
1:44,1.0,1.0,1.0,147,88.,4.0,5.0,17.,17.,96.,0.0,0.0,0.0,0.0,0.7,0.0
1:45,1.0,1.0,1.0,146,88.,4.0,5.0,17.,17.,96.,0.0,0.0,0.0,0.0,0.7,0.0
1:46,1.0,1.0,1.0,146,88.,4.0,5.0,17.,17.,96.,0.0,0.0,0.0,0.0,0.7,0.0
1:47,1.0,1.0,1.0,146,88.,4.0,5.0,17.,16.,96.,0.0,0.0,0.0,0.0,0.6,0.0
1:48,1.0,1.0,1.0,146,88.,4.0,5.0,17.,16.,96.,0.0,0.0,0.0,0.0,0.6,0.0
1:49,1.0,1.0,1.0,146,88.,4.0,5.0,17.,16.,96.,0.0,0.0,0.0,0.0,0.6,0.0
1:50,1.0,1.0,1.0,145,88.,4.0,5.0,17.,16.,96.,0.0,0.0,0.0,0.0,0.6,0.0
1:51,1.0,1.0,1.0,145,88.,4.0,5.0,17.,16.,96.,0.0,0.0,0.0,0.0,0.6,0.0
1:52,1.0,1.0,1.0,145,88.,4.0,5.0,17.,16.,96.,0.0,0.0,0.0,0.0,0.5,0.0
1:53,1.0,1.0,1.0,145,88.,4.0,5.0,17.,16.,96.,0.0,0.0,0.0,0.0,0.5,0.0
1:54,1.0,1.0,1.0,145,88.,4.0,5.0,17.,16.,96.,0.0,0.0,0.0,0.0,0.5,0.0
1:55,1.0,1.0,1.0,144,88.,4.0,5.0,17.,16.,96.,0.0,0.0,0.0,0.0,0.5,0.0
1:56,1.0,1.0,1.0,144,88.,4.0,5.0,17.,16.,95.,0.0,0.0,0.0,0.0,0.5,0.0
1:57,1.0,1.0,1.0,144,88.,4.0,5.0,17.,16.,95.,0.0,0.0,0.0,0.0,0.4,0.0
1:58,1.0,1.0,1.0,144,88.,4.0,5.0,17.,16.,95.,0.0,0.0,0.0,0.0,0.4,0.0
1:59,1.0,1.0,1.0,144,88.,4.0,5.0,17.,16.,95.,0.0,0.0,0.0,0.0,0.4,0.0
2:00,1.0,1.0,1.0,143,88.,4.0,5.0,17.,16.,95.,0.0,0.0,0.0,0.0,0.4,0.0
2:01,1.0,1.0,1.0,143,88.,4.0,5.0,17.,16.,95.,0.0,0.0,0.0,0.0,0.4,0.0
2:02,1.0,1.0,1.0,143,88.,4.0,5.0,17.,16.,95.,0.0,0.0,0.0,0.0,0.3,0.0
2:03,1.0,1.0,1.0,143,88.,4.0,5.0,17.,16.,95.,0.0,0.0,0.0,0.0,0.3,0.0
2:04,1.0,1.0,1.0,143,88.,4.0,5.0,17.,15.,95.,0.0,0.0,0.0,0.0,0.3,0.0
2:05,1.0,1.0,1.0,142,88.,4.0,5.0,17.,15.,95.,0.0,0.0,0.0,0.0,0.3,0.0
2:06,1.0,1.0,1.0,142,88.,4.0,5.0,17.,15.,95.,0.0,0.0,0.0,0.0,0.3,0.0
2:07,1.0,1.0,1.0,142,88.,4.0,5.0,17.,15.,95.,0.0,0.0,0.0,0.0,0.2,0.0
2:08,1.0,1.0,1.0,142,88.,4.0,5.0,17.,15.,95.,0.0,0.0,0.0,0.0,0.2,0.0
2:09,1.0,1.0,1.0,142,88.,4.0,5.0,17.,15.,95.,0.0,0.0,0.0,0.0,0.2,0.0
2:10,1.0,1.0,1.0,141,88.,4.0,5.0,17.,15.,95.,0.0,0.0,0.0,0.0,0.2,0.0
2:11,1.0,1.0,1.0,141,88.,4.0,5.0,17.,15.,95.,0.0,0.0,0.0,0.0,0.2,0.0
2:12,1.0,1.0,1.0,141,88.,4.0,5.0,17.,15.,95.,0.0,0.0,0.0,0.0,0.1,0.0
2:13,1.0,1.0,1.0,141,88.,4.0,5.0,17.,15.,95.,0.0,0.0,0.0,0.0,0.1,0.0
2:14,1.0,1.0,1.0,141,88.,4.0,5.0,17.,15.,95.,0.0,0.0,0.0,0.0,0.1,0.0
2:15,1.0,1.0,1.0,140,88.,4.0,5.0,17.,15.,95.,0.0,0.0,0.0,0.0,0.1,0.0
2:16,1.0,1.0,1.0,140,88.,4.0,5.0,17.,15.,95.,0.0,0.0,0.0,0.0,0.1,0.0
2:17,1.0,1.0,1.0,140,88.,4.0,5.0,18.,15.,95.,0.0,0.0,0.0,0.0,0.0,0.0
2:18,1.0,1.0,1.0,140,88.,4.0,5.0,18.,15.,95.,0.0,0.0,0.0,0.0,0.0,0.0
2:19,1.0,1.0,1.0,140,88.,4.0,5.0,18.,15.,95.,0.0,0.0,0.0,0.0,0.0,0.0
2:20,1.0,1.0,1.0,140,88.,4.0,5.0,18.,15.,94.,0.0,0.0,0.0,0.0,0.0,0.0
2:21,1.0,1.0,1.0,140,88.,4.0,4.9,18.,15.,94.,0.0,0.0,0.0,0.0,0.0,0.0
2:22,1.0,1.0,1.0,140,88.,4.0,4.9,17.,15.,94.,0.0,0.0,0.1,0.0,0.0,0.0
2:23,1.0,1.0,1.0,140,88.,4.0,4.8,17.,15.,93.,0.0,0.0,0.1,0.0,0.0,0.0
2:24,1.0,1.0,1.0,140,88.,4.0,4.8,17.,15.,93.,0.0,0.0,0.1,0.0,0.0,0.0
2:25,1.0,1.0,1.0,140,88.,4.0,4.7,17.,15.,93.,0.0,0.0,0.1,0.0,0.0,0.0
2:26,1.0,1.0,1.0,140,88.,4.0,4.7,17.,15.,92.,0.0,0.0,0.2,0.0,0.0,0.0
2:27,1.0,1.0,1.0,141,88.,4.0,4.7,17.,15.,92.,0.0,0.0,0.2,0.0,0.0,0.0
2:28,1.0,1.0,1.0,141,88.,4.0,4.6,17.,15.,92.,0.0,0.0,0.2,0.0,0.0,0.0
2:29,1.0,1.0,1.0,141,88.,4.0,4.6,17.,15.,91.,0.0,0.0,0.2,0.0,0.0,0.0
2:30,1.0,1.0,1.0,141,88.,4.0,4.5,17.,15.,91.,0.0,0.0,0.2,0.0,0.0,0.0
2:31,1.0,1.0,1.0,141,88.,4.0,4.5,17.,15.,91.,0.0,0.0,0.3,0.0,0.0,0.0
2:32,1.0,1.0,1.0,141,88.,4.0,4.4,17.,15.,90.,0.0,0.0,0.3,0.0,0.0,0.0
2:33,1.0,1.0,1.0,141,88.,4.0,4.4,17.,15.,90.,0.0,0.0,0.3,0.0,0.0,0.0
2:34,1.0,1.0,1.0,142,88.,4.0,4.3,17.,16.,90.,0.0,0.0,0.3,0.0,0.0,0.0
2:35,1.0,1.0,1.0,142,88.,4.0,4.3,17.,16.,89.,0.0,0.0,0.3,0.0,0.0,0.0
2:36,1.0,1.0,1.0,142,88.,4.0,4.3,17.,16.,89.,0.0,0.0,0.4,0.0,0.0,0.0
2:37,1.0,1.0,1.0,142,88.,4.0,4.2,17.,16.,89.,0.0,0.0,0.4,0.0,0.0,0.0
2:38,1.0,1.0,1.0,142,88.,4.0,4.2,17.,16.,88.,0.0,0.0,0.4,0.0,0.0,0.0
2:39,1.0,1.0,1.0,142,88.,4.0,4.1,17.,16.,88.,0.0,0.0,0.4,0.0,0.0,0.0
2:40,1.0,1.0,1.0,142,88.,4.0,4.1,17.,16.,88.,0.0,0.0,0.5,0.0,0.0,0.0
2:41,1.0,1.0,1.0,142,89.,4.0,4.0,17.,16.,87.,0.0,0.0,0.5,0.0,0.0,0.0
2:42,1.0,1.0,1.0,143,89.,4.0,4.0,17.,16.,87.,0.0,0.0,0.5,0.0,0.0,0.0
2:43,1.0,1.0,1.0,143,89.,4.0,4.0,17.,16.,87.,0.0,0.0,0.5,0.0,0.0,0.0
2:44,1.0,1.0,1.0,143,89.,4.0,3.9,17.,16.,86.,0.0,0.0,0.5,0.0,0.0,0.0
2:45,1.0,1.0,1.0,143,89.,4.0,3.9,17.,16.,86.,0.0,0.0,0.6,0.0,0.0,0.0
2:46,1.0,1.0,1.0,143,89.,4.0,3.8,17.,16.,86.,0.0,0.0,0.6,0.0,0.0,0.0
2:47,1.0,1.0,1.0,143,89.,4.0,3.8,17.,16.,85.,0.0,0.0,0.6,0.0,0.0,0.0
2:48,1.0,1.0,1.0,143,89.,4.0,3.7,17.,16.,85.,0.0,0.0,0.6,0.0,0.0,0.0
2:49,1.0,1.0,1.0,143,89.,4.0,3.7,17.,17.,85.,0.0,0.0,0.7,0.0,0.0,0.0
2:50,1.0,1.0,1.0,144,89.,4.0,3.7,17.,17.,84.,0.0,0.0,0.7,0.0,0.0,0.0
2:51,1.0,1.0,1.0,144,89.,4.0,3.6,17.,17.,84.,0.0,0.0,0.7,0.0,0.0,0.0
2:52,1.0,1.0,1.0,144,89.,4.0,3.6,17.,17.,84.,0.0,0.0,0.7,0.0,0.0,0.0
2:53,1.0,1.0,1.0,144,89.,4.0,3.5,17.,17.,83.,0.0,0.0,0.7,0.0,0.0,0.0
2:54,1.0,1.0,1.0,144,89.,4.0,3.5,17.,17.,83.,0.0,0.0,0.8,0.0,0.0,0.0
2:55,1.0,1.0,1.0,144,89.,4.0,3.4,17.,17.,83.,0.0,0.0,0.8,0.0,0.0,0.0
2:56,1.0,1.0,1.0,144,89.,4.0,3.4,17.,17.,82.,0.0,0.0,0.8,0.0,0.0,0.0
2:57,1.0,1.0,1.0,145,89.,4.0,3.3,17.,17.,82.,0.0,0.0,0.8,0.0,0.0,0.0
2:58,1.0,1.0,1.0,145,89.,4.0,3.3,17.,17.,82.,0.0,0.0,0.8,0.0,0.0,0.0
2:59,1.0,1.0,1.0,145,89.,4.0,3.3,17.,17.,82.,0.0,0.0,0.9,0.0,0.0,0.0
3:00,1.0,1.0,1.0,145,89.,4.0,3.2,17.,17.,81.,0.0,0.0,0.9,0.0,0.0,0.0
3:01,1.0,1.0,1.0,145,89.,4.0,3.2,17.,17.,81.,0.0,0.0,0.9,0.0,0.0,0.0
3:02,1.0,1.0,1.0,145,89.,4.0,3.1,17.,17.,81.,0.0,0.0,0.9,0.0,0.0,0.0
3:03,1.0,1.0,1.0,145,89.,4.0,3.1,17.,17.,80.,0.0,0.0,1.0,0.0,0.0,0.0
3:04,1.0,1.0,1.0,145,90.,4.0,3.0,17.,17.,80.,0.0,0.0,1.0,0.0,0.0,0.0
3:05,1.0,1.0,1.0,146,90.,4.0,3.0,17.,18.,80.,0.0,0.0,1.0,0.0,0.0,0.0
3:06,1.0,1.0,1.0,145,90.,4.0,3.0,16.,17.,79.,0.0,0.0,1.0,0.0,0.0,0.0
3:07,1.0,1.0,1.0,145,90.,4.0,3.0,16.,17.,78.,0.0,0.0,1.0,0.0,0.0,0.0
3:08,1.0,1.0,1.0,145,90.,4.1,3.1,16.,17.,78.,0.0,0.0,1.1,0.0,0.0,0.0
3:09,1.0,1.0,1.0,145,90.,4.1,3.1,16.,17.,77.,0.0,0.0,1.1,0.0,0.0,0.0
3:10,1.0,1.0,1.0,145,90.,4.1,3.1,16.,17.,77.,0.0,0.0,1.1,0.0,0.0,0.0
3:11,1.0,1.0,1.0,145,90.,4.1,3.1,16.,17.,76.,0.0,0.0,1.1,0.0,0.0,0.0
3:12,1.0,1.0,1.0,145,90.,4.2,3.2,16.,17.,76.,0.0,0.0,1.2,0.0,0.0,0.0
3:13,1.0,1.0,1.0,144,90.,4.2,3.2,16.,17.,75.,0.0,0.0,1.2,0.0,0.0,0.0
3:14,1.0,1.0,1.0,144,90.,4.2,3.2,16.,17.,75.,0.0,0.0,1.2,0.0,0.0,0.0
3:15,1.0,1.0,1.0,144,90.,4.2,3.2,16.,17.,74.,0.0,0.0,1.2,0.0,0.0,0.0
3:16,1.0,1.0,1.0,144,90.,4.3,3.3,16.,17.,73.,0.0,0.0,1.3,0.0,0.0,0.0
3:17,1.0,1.0,1.0,144,90.,4.3,3.3,16.,17.,73.,0.0,0.0,1.3,0.0,0.0,0.0
3:18,1.0,1.0,1.0,144,90.,4.3,3.3,16.,17.,72.,0.0,0.0,1.3,0.0,0.0,0.0
3:19,1.0,1.0,1.0,144,90.,4.3,3.3,16.,17.,72.,0.0,0.0,1.3,0.0,0.0,0.0
3:20,1.0,1.0,1.0,143,90.,4.3,3.3,16.,17.,71.,0.0,0.0,1.3,0.0,0.0,0.0
3:21,1.0,1.0,1.0,143,90.,4.4,3.4,15.,16.,71.,0.0,0.0,1.4,0.0,0.0,0.0
3:22,1.0,1.0,1.0,143,90.,4.4,3.4,15.,16.,70.,0.0,0.0,1.4,0.0,0.0,0.0
3:23,1.0,1.0,1.0,143,90.,4.4,3.4,15.,16.,70.,0.0,0.0,1.4,0.0,0.0,0.0
3:24,1.0,1.0,1.0,143,90.,4.4,3.4,15.,16.,69.,0.0,0.0,1.4,0.0,0.0,0.0
3:25,1.0,1.0,1.0,143,90.,4.5,3.5,15.,16.,68.,0.0,0.0,1.5,0.0,0.0,0.0
3:26,1.0,1.0,1.0,143,90.,4.5,3.5,15.,16.,68.,0.0,0.0,1.5,0.0,0.0,0.0
3:27,1.0,1.0,1.0,142,90.,4.5,3.5,15.,16.,67.,0.0,0.0,1.5,0.0,0.0,0.0
3:28,1.0,1.0,1.0,142,90.,4.5,3.5,15.,16.,67.,0.0,0.0,1.5,0.0,0.0,0.0
3:29,1.0,1.0,1.0,142,90.,4.6,3.6,15.,16.,66.,0.0,0.0,1.6,0.0,0.0,0.0
3:30,1.0,1.0,1.0,142,90.,4.6,3.6,15.,16.,66.,0.0,0.0,1.6,0.0,0.0,0.0
3:31,1.0,1.0,1.0,142,90.,4.6,3.6,15.,16.,65.,0.0,0.0,1.6,0.0,0.0,0.0
3:32,1.0,1.0,1.0,142,90.,4.6,3.6,15.,16.,64.,0.0,0.0,1.6,0.0,0.0,0.0
3:33,1.0,1.0,1.0,142,90.,4.7,3.7,15.,16.,64.,0.0,0.0,1.7,0.0,0.0,0.0
3:34,1.0,1.0,1.0,142,90.,4.7,3.7,15.,16.,63.,0.0,0.0,1.7,0.0,0.0,0.0
3:35,1.0,1.0,1.0,141,90.,4.7,3.7,14.,15.,63.,0.0,0.0,1.7,0.0,0.0,0.0
3:36,1.0,1.0,1.0,141,90.,4.7,3.7,14.,15.,62.,0.0,0.0,1.7,0.0,0.0,0.0
3:37,1.0,1.0,1.0,141,90.,4.7,3.7,14.,15.,62.,0.0,0.0,1.7,0.0,0.0,0.0
3:38,1.0,1.0,1.0,141,90.,4.8,3.8,14.,15.,61.,0.0,0.0,1.8,0.0,0.0,0.0
